7440-001-0001421-001,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ ยี่ห้อไอบีเอ็ม รุ่น 300 จี แอล,1
7440-001-0001421-002,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ ยี่ห้อไอบีเอ็ม รุ่น 300 จี แอล,1
7440-001-0001421-003,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ ยี่ห้อไอบีเอ็ม รุ่น 300 จี แอล,1
7440-001-0001421-004,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ ยี่ห้อไอบีเอ็ม รุ่น 300 จี แอล,1
7440-001-0001421-005,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ ยี่ห้อไอบีเอ็ม รุ่น 300 จี แอล,1
7440-001-0001421-006,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ ยี่ห้อไอบีเอ็ม รุ่น 300 จี แอล,1
7440-001-0001421-007,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ ยี่ห้อไอบีเอ็ม รุ่น 300 จี แอล,1
7440-001-0001421-008,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ ยี่ห้อไอบีเอ็ม รุ่น 300 จี แอล,1
7440-001-0001421-009,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ ยี่ห้อไอบีเอ็ม รุ่น 300 จี แอล,1
7440-001-0001421-010,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ ยี่ห้อไอบีเอ็ม รุ่น 300 จี แอล,1
7440-010-0001421-001,เครื่องพิมพ์แบบฉีดหมึก ขนาด เอ 4,2
7440-010-0001421-002,เครื่องพิมพ์แบบฉีดหมึก ขนาด เอ 4,2
7440-001-0001431-013,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-014,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-015,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-016,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-017,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-018,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-019,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-020,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-021,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-022,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-023,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-024,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-025,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-026,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-027,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-028,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-029,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-030,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-031,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001431-032,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-010-0002431-002,เครื่องพิมพ์แบบเลเซอร์ความเร็วไม่ต่ำกว่า 12  หน้า/นาที,2
7440-010-0002431-003,เครื่องพิมพ์แบบเลเซอร์ความเร็วไม่ต่ำกว่า 12  หน้า/นาที,2
7440-001-0001441-033,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001441-034,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001441-035,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001441-036,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001441-037,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001441-038,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001441-039,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001441-040,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001441-041,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001441-042,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001441-043,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001441-044,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001441-045,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001441-046,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0001441-047,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลคำ,1
7440-001-0002431-001,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลทั่วไป,1
7440-001-0002431-002,เครื่องไมโครคอมพิวเตอร์สำหรับงานประมวลผลทั่วไป,1
7440-010-0002441-003,เครื่องพิมพ์แบบเลเซอร์ความเร็วไม่ต่ำกว่า 12  หน้า/นาที,2
7440-010-0002441-004,เครื่องพิมพ์แบบเลเซอร์ความเร็วไม่ต่ำกว่า 12  หน้า/นาที,2
7740-001-0002521-010,เครื่องไมโครคอมพิวเตอร์ยี่ห้อ Acer รุ่น veriten M256,1
7740-001-0002521-024,เครื่องไมโครคอมพิวเตอร์ยี่ห้อ Acer รุ่น veriten M256,1
7740-001-0002521-025,เครื่องไมโครคอมพิวเตอร์ยี่ห้อ Acer รุ่น veriten M256,1
7740-001-0002521-026,เครื่องไมโครคอมพิวเตอร์ยี่ห้อ Acer รุ่น veriten M256,1
7740-001-0002521-027,เครื่องไมโครคอมพิวเตอร์ยี่ห้อ Acer รุ่น veriten M256,1
7740-001-0002521-028,เครื่องไมโครคอมพิวเตอร์ยี่ห้อ Acer รุ่น veriten M256,1
7740-001-0002521-029,เครื่องไมโครคอมพิวเตอร์ยี่ห้อ Acer รุ่น veriten M256,1
7740-001-0002521-030,เครื่องไมโครคอมพิวเตอร์ยี่ห้อ Acer รุ่น veriten M256,1
7740-001-0002521-031,เครื่องไมโครคอมพิวเตอร์ยี่ห้อ Acer รุ่น veriten M256,1
7740-001-0002521-032,เครื่องไมโครคอมพิวเตอร์ยี่ห้อ Acer รุ่น veriten M256,1
7740-001-0002521-033,เครื่องไมโครคอมพิวเตอร์ยี่ห้อ Acer รุ่น veriten M256,1
7740-001-0002521-034,เครื่องไมโครคอมพิวเตอร์ยี่ห้อ Acer รุ่น veriten M256,1
7740-001-0002521-035,เครื่องไมโครคอมพิวเตอร์ยี่ห้อ Acer รุ่น veriten M256,1
7740-001-0002521-036,เครื่องไมโครคอมพิวเตอร์ยี่ห้อ Acer รุ่น veriten M256,1
7740-001-0002521-037,เครื่องไมโครคอมพิวเตอร์ยี่ห้อ Acer รุ่น veriten M256,1
